catCow,1.2886761,1.6543382,2.8241298, NaN,2.078988,1.9183985,1.7968677,1.6575339
catCow,1.5382622,1.1738387,2.8916812, NaN,1.8532423,3.0943687,1.5707964,2.266728
catCow,1.2918056,1.6873965,2.771583,2.5320942,1.849787,2.2721875,1.5707964,1.7792895
catCow,1.2942909, NaN,2.7683947, NaN,1.8473017,1.9116684,1.5707964,1.6768129
catCow,1.5804243, NaN,2.855707,2.5272183,1.8470539, NaN,1.5707964, NaN
catCow,1.2378318,0.98263156,3.1415927,2.925946,1.9037608,3.0941243,1.5707964,2.290313
catCow,1.2481005,1.5474911,3.1415927,2.716149,1.8934921,2.019545,1.5707964,1.5707964
catCow,1.2496345,0.91960627,3.1415927,2.9176905,1.8919581, NaN,1.5707964, NaN
catCow,1.1390413,0.8308001,2.0025513,2.7101357,3.1415927, NaN,1.5707964, NaN
catCow,1.2480922,0.9159697,2.871463, NaN,1.8935004,3.0509582,1.5707964,2.4545915
catCow,1.2506523, NaN,3.1415927, NaN,2.1632748,1.8909403,1.9225351,1.6502007
catCow,1.2410438,1.458884,3.1415927,2.9237523,2.139389,1.9005489, NaN, NaN
catCow,1.3671068,1.3389786,3.1415927,3.1415927,1.9735371,1.8026141, NaN, NaN
catCow,1.2497303,1.3375673,2.8105936,2.8105936,2.3402746,1.8040253,2.1839871,1.735575
catCow,1.2971874,1.5927814,2.8144357,2.8835375,2.0776286,1.8068662,1.9708433,1.73762
catCow,1.5008444,1.3817747,2.8685558,0.56936306,2.3350153,1.9802032,2.0810666,1.9678714
catCow,1.3400352,1.6000322,2.8007448, NaN,0.5903332,1.9926645,2.3327723,1.5350579
catCow,1.3299575,1.3633066,2.8144846, NaN, NaN,1.9612864, NaN,1.7537968
catCow,1.5753081,1.5753086,3.064198, NaN, NaN,1.995077, NaN,1.752345
catCow,1.2877662, NaN,2.4516728, NaN, NaN, NaN, NaN, NaN
catCow,1.2518382,1.2939651,2.8170285, NaN, NaN,2.0948136, NaN,1.5707964
catCow,1.2835246, NaN,2.8152223, NaN, NaN, NaN, NaN, NaN
catCow,1.2874873,1.5849042,2.8107407, NaN, NaN,1.8088144, NaN,1.5707964
catCow,1.2882028,1.6636316,2.8099198, NaN, NaN,1.7307323, NaN,1.7503203
catCow,1.2900236,1.2552941,2.8078156, NaN, NaN,2.1407259, NaN,1.5707964
catCow,1.291634, NaN,2.8059332, NaN, NaN,2.1379743, NaN,1.5707964
catCow,1.1715064,1.2559028,3.1415927,2.905173,1.5609354,1.3662664,1.214205,0.93513954
catCow,1.2581162,1.3380309,2.9977305,2.9977305,1.6180117,1.4197484,1.2088611,0.9306833
catCow,1.3022655,1.5931318,2.8475366, NaN,2.0190675,1.8024288,1.7505368,1.5707964
catCow,1.2411325,1.5490726,3.1140633,2.657196,2.7695453,1.0646762,1.8758729,0.5747181
catCow,1.3702141,1.4360731,2.8037446, NaN, NaN,1.7055196, NaN,1.5707964
catCow,1.3712956,1.6025963,3.1415927,2.9102921,1.9606586,1.7702969,1.9171393,1.7267779
catCow,1.5972846,1.7058524,2.89652,2.7185898,1.9748008,2.060584,1.7562163,1.8832502
chairPose,2.7155051, NaN,2.8688133, NaN,1.8656529,1.5213913,1.581399,1.5522661
chairPose,3.085961,2.8908203,2.8420482,2.6105561,1.691151,1.7660636,1.6221596,1.7204068
chairPose,2.949641,2.882758,2.9906368,2.5940545,1.7985388,1.787083,1.8270724,1.8679274
chairPose,2.9546285,3.0832374,2.5798779,2.579878,1.8109251,1.6823149,1.6239605,1.7192527
chairPose,3.0762808,2.886684,2.8614311,2.5762835,1.8844956,1.8191826,1.6998197,1.8979841
chairPose,3.0760248,2.8860753,2.9101574,2.6046247,1.8798873,1.8143193,1.6945906,1.8934314
chairPose,3.0758402,3.021598,2.9094076,2.7894125,1.8765255,1.8107735,1.5863212,1.8107731
chairPose,2.88555,2.8849769,2.7373974,2.601174,2.007003,1.805462,1.846011,1.8851386
chairPose,2.7147427,3.0204794,2.5974038,2.7851105,2.0305653,1.7957424,1.8359978,1.8760371
chairPose,2.7186577,3.0215688,2.750497,2.8864806,1.9773154,1.8103882,1.5858905,1.8103882
chairPose,2.7823715,3.079753,2.6043053,3.0068605,1.9171016,1.7516624,1.6937101,1.813501
chairPose,2.721265,2.8867927,2.606861,2.6956286,2.0516331,1.8200506,1.7668085,1.8200504
chairPose,2.780688,3.021199,2.601172,2.8855479,1.9097437,1.805456,1.6850628,1.805456
chairPose,2.7797756,2.8844385,2.5994644,2.6900306,1.9057195,1.8010569,1.6803373,1.8010575
chairPose,2.780557,2.9471025,2.6009264,2.6009264,1.9091629,1.6860628,1.684381,1.748267
chairPose,2.8873546,2.8861597,2.740647,2.6941347,2.015566,1.8150064,1.7613282,1.8150058
chairPose,2.8863363,2.9474928,2.7388153,2.6925466,2.0107388,1.6909833,1.7554828,1.7529855
chairPose,3.0757208,2.9473982,2.8585896,2.6922057,1.9402672,1.6897991,1.8491066,1.8313348
chairPose,3.075737,2.9474247,3.0063221,2.6922998,1.9405702,1.690123,1.7545707,1.7521608
chairPose,2.7802677,3.0210483,2.7488453,3.0057092,1.9078914,1.626358,1.7780521,1.8267075
chairPose,2.7794523,3.0207577,2.7479162,3.0052593,1.9042937,1.6222042,1.7740483,1.823096
chairPose,2.7801025,3.1415927,2.600076,2.8268507,1.9071617,1.6255157,1.7772403,1.825975
chairPose,2.780143,3.1415927,2.6001523,2.8269002,1.9073426,1.6257244,1.7774413,1.8261566
chairPose,2.7801006,3.1415927,2.6000736,2.8268485,1.9071572,1.6255105,1.6820252,1.7207206
chairPose,2.7807777,3.0212317,2.6013386,3.005991,1.9101328,1.6289477,1.7805473,1.8289587
chairPose,2.7807498,3.0212214,2.6012862,3.0059755,1.9100091,1.6288052,1.7804095,1.8288345
cobra, NaN, NaN,1.5100307,1.1548461, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.361498,2.2812562, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.32122,1.0869436, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.293533, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2968224,2.1711898, NaN, NaN, NaN, NaN
cobra,0.4514055, NaN,1.2707077,2.5762627, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2646482,2.1432774, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.253966,2.131356, NaN, NaN, NaN, NaN
cobra,0.43082863, NaN,1.2456073,2.1219635, NaN, NaN, NaN, NaN
cobra,0.5332693, NaN,1.160415,2.060636, NaN, NaN, NaN, NaN
cobra,0.4771209, NaN,1.2773416,2.0486786, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.260533,2.2246501, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.1727393,2.4799008, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.161418,2.470821, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2540253, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.3041385, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.3088173, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.3086009, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.3075136, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2925141, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2924024, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2909346, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2824218, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.288954, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.1488951, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.1445903, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.1447822, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.1466237, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2886217, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.1416, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2767091, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2734491, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2637589, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.25807, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2655193, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.1918173,0.8894346, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2756605, NaN, NaN, NaN, NaN, NaN
cobra, NaN, NaN,1.2835251, NaN, NaN, NaN, NaN, NaN
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN,3.0779178,1.5542991
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN,3.0891423,1.3341502
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN,3.0302794,1.5556369
downwardDog, NaN,2.6290705, NaN, NaN, NaN,0.58380765,2.8402576,1.4134899
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN,3.0891287,1.5183818
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN,2.7044153,1.4093926
downwardDog,0.36644006,1.9957746,3.0828605, NaN,2.6331434,0.97441614,2.9408479,1.2267169
downwardDog,0.47125477, NaN,2.909029, NaN,2.7903955, NaN,3.0456238,1.2533242
downwardDog, NaN, NaN, NaN, NaN, NaN, NaN,1.1127597,1.2552477
downwardDog, NaN,0.75189376, NaN,3.101811,2.483963,0.9131666,3.008976,3.008976
downwardDog,0.4728533, NaN,2.9742067, NaN,1.1835375, NaN, NaN, NaN
downwardDog, NaN, NaN, NaN, NaN,2.48577, NaN,2.9597278,2.9597278
downwardDog,0.50672054, NaN,2.8752992, NaN,1.1855329, NaN, NaN, NaN
downwardDog,2.3755932,2.3755932,2.2194107,2.2194107,0.09091132,1.4218951, NaN, NaN
downwardDog,0.6565019,2.003839,2.8753083,1.5152911,2.2840614,0.9142945, NaN, NaN
downwardDog,0.6660295, NaN,2.875402, NaN,2.4755633, NaN, NaN, NaN
downwardDog,3.1415927, NaN,2.8033407, NaN,0.13323465, NaN, NaN, NaN
downwardDog,2.5162652,2.051442,2.2116098,3.031647,0.09481239,0.907036, NaN, NaN
downwardDog,2.5151367,2.0524173,2.2104712,3.031522,0.094901755,0.9058816, NaN, NaN
downwardDog,2.5161602,2.0515325,2.2115042,3.0316372,0.09482058,0.9069289, NaN, NaN
downwardDog,3.122043, NaN,2.8935552, NaN,0.13073364, NaN, NaN, NaN
downwardDog, nan,2.052094, nan,3.031565,0.09487282,0.90626484, NaN, NaN
downwardDog,3.0131729,2.0518332,2.8933568,1.4922826,0.03844037,0.90657324, NaN, NaN
downwardDog,2.50926,2.0152647,2.204568,2.9151423,0.09536734,0.89987725, NaN, NaN
downwardDog,2.510207,2.0144937,2.2055166,2.915339,0.09529283,0.90084445, NaN, NaN
downwardDog,3.1220336,2.0566194,2.8938997,1.4833219,0.2672549,0.9009205, NaN, NaN
downwardDog,3.1220245,2.0580719,2.8940682,1.4806144,0.2670896,0.8992095, NaN, NaN
downwardDog,3.0465362,2.0590622,2.7804692,3.0306857,0.13413084,0.898044, NaN, NaN
downwardDog,2.3982568, NaN,2.2028217, NaN,0.13066459, NaN, NaN, NaN
downwardDog,3.0125673,2.062863,2.8946447,3.0910013,0.038718533,0.8935794, NaN, NaN
downwardDog,3.012584,2.062518,2.8946033,3.091019,0.038706213,0.89398384, NaN, NaN
downwardDog,2.5052242,2.061008,2.2005386,3.0911145,0.038673855,0.89575654, NaN, NaN
downwardDog,2.3959835, NaN,2.200649, NaN,0.26675925, NaN, NaN, NaN
downwardDog,3.1220245, NaN,2.8940413, NaN,0.26711762, NaN, NaN, NaN
downwardDog,2.9228272, NaN,2.8522937, NaN,0.08342528, NaN, NaN, NaN
downwardDog,3.122055, NaN,3.0516615, NaN,0.02779864, NaN, NaN, NaN
forwardBend,1.6397763,1.9755132,2.3095393,2.3903399,0.82241,0.9991608, NaN, NaN
forwardBend,1.7233497,1.7756201,2.3254745, NaN,0.8672212,1.0039427,2.9092526,2.8048413
forwardBend,1.8119977,1.7440752,2.4336019,2.1855326,0.78740406,0.016580196,3.1415927,1.2083157
forwardBend,2.018777,1.7297436,2.5864587, NaN,0.7358667,1.0553967,3.1415927,2.8142333
forwardBend,1.5930879,1.9298282,2.1657982, NaN,0.9730582,0.9888681,2.913582,2.8107145
forwardBend,1.5226218,1.7764447,2.1589632, NaN,0.9255581,1.0641968,2.9094477,2.6137512
forwardBend,1.8149192,1.7842505,2.397278,2.3484747,0.8758334,1.1820184, NaN, NaN
forwardBend,1.7113756,1.7637192,2.3177695, NaN,0.8746899,1.0751754,2.9064384,2.6074078
forwardBend,1.4789685,1.9211149,2.1889787, NaN,0.85752904,0.99627453,3.0265267,2.8078334
forwardBend,1.6697441,2.0032687,2.3046043, NaN,0.8072448,1.0131094,3.0260346,2.7069101
forwardBend,1.5773526,2.0011609,2.2958066, NaN,0.9827642,1.0150596,2.9099436,2.706023
forwardBend,1.7267387,2.001556,2.30337, NaN,0.86510885,1.0146945,2.9100442,2.706189
forwardBend,1.6687418,2.0023448,2.303938, NaN,0.80775326,1.0139645,3.0259178,2.7065213
forwardBend,1.6729736,1.7840365,2.1894174, NaN,0.8056069,0.9970876,3.0264094,2.8075166
forwardBend,1.5767004,2.000559,2.2710774, NaN,0.9831671,1.0156164,2.9097912,2.7057698
forwardBend,1.5811132,1.7822922,2.298242, NaN,0.9804444,0.9985071,2.9108179,2.8069637
forwardBend,1.5813196,1.7824969,2.1566796, NaN,0.9803168,0.9983408,2.9108667,2.8070283
forwardBend,1.5277066,1.7814224,2.0447545, NaN,0.92243165,0.9992154,2.9106154,2.806687
forwardBend,1.7207633,1.7730502,2.1808767, NaN,0.8688343,1.0060395,2.908647,2.8040218
forwardBend,1.7150202,1.7673426,2.320118, NaN,0.87241596,1.0107005,2.9072986,2.802196
forwardBend,1.7135031,1.7658346,2.1752534, NaN,0.87336147,1.0119321,2.9069421,2.8017137
forwardBend,1.7138922,1.7662209,2.3193913, NaN,0.87311924,1.0116165,2.9070327,2.8018372
forwardBend,1.7133399,1.7656717,2.3190358, NaN,0.8734634,1.0120645,2.906903,2.801662
forwardBend,1.7121353,1.7644744,2.3182592, NaN,0.87421525,1.0130434,2.906618,2.8012779
forwardBend,1.7129118,1.7652459,2.1747947, NaN,0.8737311,1.012413,2.9068015,2.8015256
forwardBend,1.7173008,1.7696093,2.1781962, NaN,0.87099266,1.0088478,2.9078355,2.8029227
forwardBend,1.7214204,1.7737035,2.1813853, NaN,0.86842424,1.0055063,2.9088013,2.80423
forwardBend,1.7216308,1.7739118,2.181548, NaN,0.8682938,1.0053363,2.9088495,2.8042967
forwardBend,1.7233676,1.7756376,2.1828907, NaN,0.8672101,1.0039289,2.9092577,2.8048468
garland,0.51788926,0.48536626,2.5923128,1.4068409, NaN,1.6422764, NaN,0.59954816
garland,0.5154331,0.4830148,1.3311828,1.4095495,1.4601655,1.6439146,1.4056884,0.6024234
garland,0.61744916,0.45942843,1.2066613,1.2195269,1.7913584,1.0493467,1.8995169,0.108991556
garland,0.5023147,0.56229043,1.1760699,1.2212479,1.6783843,1.2121339,0.72266483,0.3016705
garland,0.5147852,0.46966714,1.1767086,1.2218267,1.9436623,1.1637318,0.961775,0.21621527
garland,0.61260116,0.4448686,1.0653796,1.2224636, NaN,1.0576035, NaN,0.05996825
garland,0.61133933,0.4438771,1.0663887,1.2232275,2.723124,1.3036492,0.31153715,0.18326512
garland,0.516414,0.47118244,1.1754905,1.2207227,2.7491639,1.6192245,0.27132076,0.52111256
garland,0.5146679,0.46955797,1.1767964,1.2219065,2.750552,1.6202781,0.2703726,0.5229167
garland,0.6263685,0.46919188,1.0649967,1.2221733,2.750865,1.6205161,0.27015874,0.52332515
garland,0.62850475,0.4709238,1.0633299,1.2209103,2.7493837,1.6193925,0.27117014,0.52139807
garland,0.6293377,0.47160032,1.06268,1.2204176,2.748807,1.6189547,0.2715642,0.5206504
garland,0.6222145,0.56986165,1.225153,1.2166365,1.1356709,1.3550946,0.8449795,0.34751415
garland,0.6192831,0.57050383,1.3349692,1.1101321,1.1873393,1.4609567,0.9437666,0.34539846
garland,0.61672765,0.5682309,1.3138,1.111917,1.0292903,1.4614447,0.8448619,0.34683076
garland,0.6049904,0.4473074,1.062903,1.220587, NaN,1.3042321, NaN,0.18197264
garland,0.6051659,0.44744807,1.0627605,1.2204787, NaN,1.3042545, NaN,0.1819196
garland,0.6050169,0.55033326,1.0628817,1.1175659, NaN,1.3042355, NaN,0.18196505
garland,0.5061367,0.5457783,2.4281597,1.218584,1.0748361,1.2087907,0.78564334,0.18099877
garland,0.6137398,0.5472519,2.4262834,1.2176533,1.0287926,1.2087225,0.84515023,0.18055221
garland,0.51251686,0.55281806,1.3344282,1.2141386,1.2622051,1.2084391,0.91108286,0.17887291
garland,0.51165026,0.5518614,1.3353955,1.2147427,1.2620488,1.2084903,0.9114607,0.17915945
garland,0.4982795,0.5490715,1.3382226,1.2165036,1.0033275,1.2086345,0.78398466,0.18000138
garland,0.61216193,0.55705416,1.2007349,1.1121706,1.0874947,1.1094339,0.9109356,0.081784755
garland,0.611242,0.55618775,1.2017322,1.1128659, NaN,1.472539, NaN,0.32608184
garland,0.6121073,0.5570008,1.2007948,1.1122133,1.0874687,1.1094091,0.9109258,0.08179059
garland,0.61312336,0.4538488,1.0562797,1.2155542, NaN,1.4721895, NaN,0.30154148
garland,0.61309767,0.4538287,1.0563006,1.2155702, NaN,1.3052812, NaN,0.17955571
garland,0.61317855,0.5580097,1.1996344,1.1114044,1.0879786,1.1098856,0.91110337,0.08167597
garland,0.6137013,0.45431435,1.0558096,1.2151967, NaN,1.3053564, NaN,0.17937706
garland,0.61232424,0.55720544,1.2005593,1.1120491,1.0875722,1.472338,0.9109617,0.3254574
garland,0.6145497,0.5593003,1.1981504,1.110369,1.0886267,1.4719236,0.91132367,0.32417932
garland,0.6168211,0.5614392,1.1956967,1.1086538,1.0896927,1.1114886,0.9116827,0.08128417
garland,0.6157725,0.56045103,1.19683,1.1094462,1.0892018,1.1110294,0.9115192,0.08139861
garland,0.614673,0.5594166,1.1980172,1.110276,1.0886836,1.1105458,0.91134363,0.08151362
garland,0.6138601,0.55865115,1.198896,1.1108897, NaN,1.3053757, NaN,0.17932929
garland,0.61452574,0.5592783,1.1981754,1.1103864,1.0886151,1.3054582,0.7270734,0.17913203
garland,0.61379445,0.55858904,1.1989683,1.1109391, NaN,1.3053674, NaN,0.21709783
garland,0.61232775,0.55720925,1.2005557,1.1120462,1.0875748,1.1095072,0.9109638,0.08176578
garland,0.61178356,0.45277035,1.2011442,1.2163838,1.0873157,1.3051158,0.91087306,0.21780014
garland,0.60802007,0.5059513,1.2052301,1.1732746,1.0012398,1.2938607,0.95984256,0.21912189
halfForwardBend,0.6706721,0.7351653,2.6708384,3.1095874,1.4830981,1.6681799,3.1415927,3.1415927
halfForwardBend,0.6833726,0.6429568,3.002537,2.9983492,1.4810598,1.6605325,3.1415927,3.1415927
halfForwardBend,0.68651366,0.7566045,3.0023465,3.0302584,1.4805522,1.6610409,3.0043244,3.019416
halfForwardBend,0.6799232,0.6404072,3.0027492,2.998317,1.4816161,1.6599765,3.1415927,3.1415927
halfForwardBend,0.6793852,0.64000887,3.0027814,2.998313,1.4817026,1.65989,3.1415927,3.1415927
halfForwardBend,0.6764667,0.73939574,3.0029655,3.1096303,1.4821713,1.6692084,3.1415927,3.1415927
halfForwardBend,0.67709845,0.63831294,3.0029259,2.9982967,1.4820701,1.6595225,3.1415927,3.1415927
halfForwardBend,0.67790526,0.7404399,3.0028753,3.1096435,1.4819405,1.6694643,3.1415927,3.1415927
halfForwardBend,0.67842674,0.74081826,3.0028405,3.109649,1.4818562,1.6695572,3.1415927,3.1415927
halfForwardBend,0.6777243,0.74030876,3.0028853,3.1096435,1.4819697,1.6694325,3.1415927,3.1415927
halfForwardBend,0.6783806,0.7407842,3.0028448,3.1096435,1.3578938,1.6695489,2.8783445,3.1415927
halfForwardBend,0.6803607,0.74221736,3.0027204,3.109662,1.4815453,1.6699024,3.1415927,3.1415927
halfForwardBend,0.6761475,0.63760704,3.0029845,2.9982886,1.4822221,1.6593701,3.1415927,3.1415927
halfForwardBend,0.67746514,0.63858515,3.0029025,2.9982996,1.3578361,1.6595817,3.0174174,3.0174174
halfForwardBend,0.679429,0.6400417,3.0027783,2.9983137,1.3579583,1.6598971,3.0178552,3.0178552
halfForwardBend,0.67840874,0.6392852,3.0028422,2.9983058,1.3578949,1.6597329,3.017629,3.017628
halfForwardBend,0.68201166,0.64195246,3.0026183,2.9983363,1.3581148,1.6603135,3.0184278,3.0184278
halfForwardBend,0.68222904,0.64211273,3.0026057,2.998337,1.3581275,1.6603479,3.0184758,3.0184758
halfForwardBend,0.68377924,0.6432574,3.0025113,2.9983523,1.3582184,1.6605983,3.018816,3.018816
halfForwardBend,0.6812653,0.64140064,3.0026634,2.998328,1.3580707,1.6601927,3.0182633,3.0182633
halfForwardBend,0.6822747,0.64214647,3.0026035,2.9983387,1.3581301,1.6603558,3.0184855,3.0184855
halfForwardBend,0.6814147,0.64151084,3.0026553,2.9983304,1.3580788,1.6602168,3.0182958,3.0182948
halfForwardBend,0.68007207,0.640518,3.0027387,2.9983196,1.3579978,1.6600008,3.0179987,3.0179987
halfForwardBend,0.67738515,0.92741066,3.0029078,3.0302536,1.3578315,1.3701415,3.0174,3.0297105
highLunge,3.0040555, NaN,2.8715334, NaN,2.2791252,2.436205,2.7923028,0.90735394
highLunge,3.0048292, NaN,2.872999, NaN,2.2827346,2.1878755,2.7918656,0.6969726
highLunge,3.1415927, NaN,2.8663216, NaN,2.5458825,2.3881907,2.6547115,0.7792343
highLunge,2.7282119, NaN,2.8677492, NaN,2.26986,2.263326,2.7934666,0.78308123
highLunge,2.73396, NaN,2.8715096, NaN,2.2790663,2.4361863,2.7198834,0.8876882
highLunge,3.1415927, NaN,2.8682258, NaN,2.5492678,2.1867504,2.582488,0.6851742
highLunge,3.1415927, NaN,3.1415927, NaN,2.5488577,2.3352604,2.5825684,0.77951866
highLunge,3.1415927, NaN,3.1415927, NaN,2.5510917,2.1869762,2.5821311,0.68767136
highLunge,3.1415927,2.5927923,3.1415927,2.8671925,2.5474288,2.1865306,2.5828533,0.68266803
highLunge,3.1415927, NaN,3.1415927, NaN,2.5461144,2.186377,2.5831177,0.680882
highLunge,2.7212768, NaN,2.8632152, NaN,2.3984423,2.1960602,2.5843098,0.7670393
highLunge,2.740918, NaN,2.8659632, NaN,2.4201996,2.186279,2.5832956,0.67970604
